age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
0.8604651162790697,1.0,0.7616279069767444,0.41949910554561715,0.16976127320954906,0.4609475032010244,0.7164179104477612,0.2907801418439716,0.18025210084033613,0.45,0.6402640264026402
0.7674418604651163,1.0,0.6119186046511629,0.3112701252236136,0.2241379310344827,0.38412291933418696,0.5621890547263682,0.47943262411347515,0.07647058823529412,0.25,0.5544554455445545
0.4651162790697675,0.0,0.5188953488372092,0.3694096601073345,0.48938992042440316,0.6081946222791293,0.6567164179104478,0.32056737588652484,0.19663865546218487,0.0,0.2706270627062706
0.627906976744186,0.0,0.5348837209302328,0.25760286225402507,0.18832891246684347,0.42893725992317544,0.6318407960199005,0.4425531914893617,0.20336134453781513,0.6375000000000001,0.5973597359735974
0.18604651162790697,0.0,0.5872093023255813,0.3372093023255814,0.4575596816976127,0.5185659411011524,0.582089552238806,0.32198581560283684,0.13781512605042018,0.23750000000000002,0.41254125412541254
0.2558139534883721,0.0,0.7005813953488371,0.3461538461538461,0.35676392572944293,0.4929577464788733,0.6268656716417911,0.4326241134751773,0.20252100840336135,0.4375,0.4521452145214522
0.18604651162790697,1.0,0.699127906976744,0.45169946332737027,0.2427055702917772,0.4609475032010244,0.6417910447761194,0.6836879432624113,0.16260504201680673,0.55,0.6336633663366337
0.7441860465116279,1.0,0.7340116279069766,0.4892665474060823,0.3620689655172414,0.5953905249679898,0.7213930348258706,0.5659574468085106,0.15546218487394958,0.2625,0.594059405940594
0.09302325581395354,1.0,0.8183139534883723,0.3846153846153845,0.1312997347480106,0.5569782330345712,0.6766169154228856,0.6141843971631206,0.18781512605042017,0.7000000000000001,0.6567656765676567
0.7209302325581395,1.0,0.4767441860465118,0.32737030411449014,0.25198938992042436,0.4865556978233035,0.5920398009950248,0.5106382978723404,0.18235294117647058,0.5375,0.7128712871287128
0.11627906976744184,1.0,0.6453488372093024,0.38819320214669056,0.2745358090185676,0.4609475032010244,0.6069651741293532,0.5815602836879432,0.15252100840336136,0.36250000000000004,0.7326732673267327
0.11627906976744184,0.0,0.45494186046511653,0.17531305903398925,0.3793103448275862,0.5121638924455827,0.5671641791044776,0.25390070921985813,0.14873949579831933,0.325,0.34653465346534656
0.3023255813953488,1.0,0.7049418604651161,0.4123434704830054,0.19098143236074266,0.531370038412292,0.5870646766169154,0.8524822695035461,0.17436974789915966,0.8375,0.7788778877887789
0.930232558139535,0.0,0.4476744186046513,0.29874776386404295,0.41511936339522537,0.4609475032010244,0.5522388059701493,0.3531914893617021,0.19327731092436973,0.2625,0.41254125412541254
0.11627906976744184,1.0,0.569767441860465,0.39892665474060823,0.253315649867374,0.48015364916773373,0.6218905472636815,0.7375886524822695,0.15378151260504203,0.7625000000000001,0.7491749174917491
0.023255813953488413,0.0,0.5712209302325582,0.31574239713774593,0.3355437665782493,0.5249679897567222,0.582089552238806,0.3829787234042553,0.17941176470588235,0.5,0.49834983498349833
0.7209302325581395,1.0,0.632267441860465,0.3318425760286225,0.1870026525198939,0.5953905249679898,0.6915422885572139,0.548936170212766,0.1827731092436975,0.5750000000000001,0.7656765676567657
0.3023255813953488,1.0,0.6700581395348835,0.3774597495527728,0.2705570291777188,0.5633802816901409,0.6169154228855721,0.5163120567375886,0.19705882352941176,0.5,0.7425742574257426
0.627906976744186,1.0,0.6526162790697676,0.47674418604651153,0.27984084880636606,0.6338028169014085,0.7611940298507462,0.6085106382978723,0.1222689075630252,0.6125,0.5478547854785478
0.34883720930232553,1.0,0.7674418604651165,0.5670840787119857,0.24403183023872677,0.6145966709346992,0.7462686567164178,0.7645390070921986,0.19789915966386556,0.6625000000000001,0.7524752475247525
0.8837209302325582,1.0,0.5973837209302324,0.3801431127012522,0.30371352785145883,0.531370038412292,0.7860696517412935,0.6113475177304964,0.18571428571428572,0.28750000000000003,0.504950495049505
0.4883720930232558,1.0,0.6875000000000002,0.4159212880143112,0.30769230769230765,0.4865556978233035,0.6019900497512438,0.40425531914893614,0.12857142857142856,0.30000000000000004,0.6666666666666666
0.7441860465116279,1.0,0.6438953488372097,0.45080500894454384,0.24933687002652516,0.5441741357234315,0.6965174129353233,0.6326241134751773,0.16512605042016806,0.5125000000000001,0.6963696369636964
0.9767441860465116,1.0,0.6133720930232556,0.42039355992844357,0.2838196286472148,0.531370038412292,0.7810945273631841,0.7560283687943262,0.20840336134453782,0.3875,0.6237623762376238
0.41860465116279066,1.0,0.6831395348837208,0.4177101967799642,0.17374005305039789,0.58898847631242,0.6716417910447761,0.7234042553191489,0.07563025210084034,0.5750000000000001,0.6963696369636964
0.2325581395348837,1.0,0.747093023255814,0.4159212880143112,0.13793103448275862,0.4865556978233035,0.5572139303482587,0.651063829787234,0.17689075630252102,0.7625000000000001,0.7755775577557756
